Episode #,Date,Title,Description,Link,Notes
167,"Sep 8, 2000",Memo to the People of the Future,Stories of people who are engaged in something that's both difficult and probably futile: Trying to control how they'll be seen by generations to come.,http://www.thisamericanlife.org/radio-archives/episode/167/memo-to-the-people-of-the-future,
166,"Aug 11, 2000",Nobody's Family Is Going to Change,Three stories that consider the question: Does anyone's family ever change?,http://www.thisamericanlife.org/radio-archives/episode/166/nobodys-family-is-going-to-change,
165,"Jul 28, 2000",Americans In Paris,"Many Americans have dreamy and romantic ideas about Paris, notions which probably trace back to the 1920s vision of Paris created by the expatriate Americans there. But what's it actually like in Paris if you're an American, without rose-colored glasses?",http://www.thisamericanlife.org/radio-archives/episode/165/americans-in-paris,
164,"Jul 7, 2000",Crime Scene,"Every crime scene hides a story. In this week's show, we hear about crime scenes and the stories they tell.",http://www.thisamericanlife.org/radio-archives/episode/164/crime-scene,
163,"Jun 30, 2000",Can You Fight City Hall?If You Are City Hall?,"Stories of a typically American kind of hero: The person who decides to fight city hall, who stands up alone for what's right, and damn the consequences.",http://www.thisamericanlife.org/radio-archives/episode/163/can-you-fight-city-hall%E2%80%A6if-you-are-city-hall,
162,"Jun 23, 2000",Moving,"Stories of people who did not want to move but circumstance forced their hands, and so they tried to move without really moving.",http://www.thisamericanlife.org/radio-archives/episode/162/moving,
161,"Jun 2, 2000",Million Bubbles,"Imagine that you could somehow look down from above, onto all the streets and avenues and country roads and highways of this nation...each car below its own tiny subculture on wheels...glass and steel worlds rolling down the street alongside each other. We hear what's going on inside some of these cars.",http://www.thisamericanlife.org/radio-archives/episode/161/million-bubbles,
160,"May 19, 2000",Character Assassination,"In context of the Presidential contest between George W. Bush and Al Gore, we hear stories of character assassination...political and non-political.",http://www.thisamericanlife.org/radio-archives/episode/160/character-assassination,
159,"May 12, 2000",Mother's Day,"Stories of moms: How they treat us, how we treat them.",http://www.thisamericanlife.org/radio-archives/episode/159/mothers-day,
158,"May 5, 2000",Mob Mentality,"The pleasure of being in a rampaging, angry mob...and the terror of being in a rampaging, angry mob.",http://www.thisamericanlife.org/radio-archives/episode/158/mob-mentality,
157,"Apr 14, 2000",Secret Life of Daytime,"All those people you see in the middle of the workday, in coffee shops and bookstores? Who are they? Why aren't they at work?",http://www.thisamericanlife.org/radio-archives/episode/157/secret-life-of-daytime,
156,"Mar 31, 2000",What Remains,"Usually?This American Life?brings you stories of people in the?middle?of big experiences. But sometimes these moments of dramatic change are only half the story. The other half occurs after time passes and they return to revisit what happened, and who they were back when. Today's show is about what they find.",http://www.thisamericanlife.org/radio-archives/episode/156/what-remains,
155,"Mar 17, 2000",Hoaxing Yourself,Stories of people who tell a lie and then believe the lie more than anyone else does. In other words: Stories about people pulling hoaxes...on themselves.,http://www.thisamericanlife.org/radio-archives/episode/155/hoaxing-yourself,
154,"Mar 10, 2000",In Dog We Trust,Stories of dogs and cats and other animals that live in our homes. Exactly how much are they caught up in everyday family dynamics? We answer this question and others.,http://www.thisamericanlife.org/radio-archives/episode/154/in-dog-we-trust,
153,"Mar 3, 2000",Dolls,Stories of what people are playing at when they play with dolls.,http://www.thisamericanlife.org/radio-archives/episode/153/dolls,
152,"Feb 11, 2000",Crush,"Stories of love in its earliest stage. Crushes: what's terrible about them, what's great about them and how they can overshadow real love for some people.",http://www.thisamericanlife.org/radio-archives/episode/152/crush,
151,"Jan 28, 2000",Primary,Today's program is made all of stories from the New Hampshire primary. Voters want to find a candidate who inspires them. Candidates want to inspire. So where's the system failing? Why do most of us feel like the system doesn't produce anyone inspiring? We hear stories that answer why. We hear from voters who've found candidates they love.,http://www.thisamericanlife.org/radio-archives/episode/151/primary,
150,"Jan 21, 2000",Kids As Adults,Stories of kids trying to act like adults?some by choice?some because they're forced to.,http://www.thisamericanlife.org/radio-archives/episode/150/kids-as-adults,
149,"Jan 14, 2000",Bedside Diplomacy,"In the hospital, we give up our normal schedule and sleep patterns; we give up our normal food and clothing; we're in a place that has its own rules and its own language and its own customs.",http://www.thisamericanlife.org/radio-archives/episode/149/bedside-diplomacy,
148,"Dec 24, 1999",The Angels Wanna Wear My Red Suit,"A special Christmas edition of our show, with stories about Santa Claus?the many many different versions of Santa Claus. It was in America, in New York, that people started believing in the modern idea of Santa?a guy who comes down the chimney with a sack of goodies. But America has invented a few other Santas as well.",http://www.thisamericanlife.org/radio-archives/episode/148/the-angels-wanna-wear-my-red-suit,
147,"Dec 17, 1999",A Teenager's Guide to God,Oh faithless and perverse generation? How long shall I be with you? How long shall I bear with you??Matthew 17.,http://www.thisamericanlife.org/radio-archives/episode/147/a-teenagers-guide-to-god,
146,"Dec 10, 1999",Urban Nature,Stories of nature creeping into man-made environments. Of nature sneaking in places where its very presence is a rebuke to the notion that we as a species have things under control.,http://www.thisamericanlife.org/radio-archives/episode/146/urban-nature,
145,"Nov 26, 1999",Poultry Slam 1999,"For Thanksgiving, the time of year when poultry consumption is highest, it's our annual program about turkeys, chickens, fowl of all types, and their mysterious hold over our imaginations. This show includes favorite stories from previous Poultry Shows, and some new stories.",http://www.thisamericanlife.org/radio-archives/episode/145/poultry-slam-1999,
144,"Nov 5, 1999",Where Words Fail,"One reason we tell stories is to explain things to ourselves that cannot, in the end, always be explained. When someone we're close to dies, we struggle for a way to get our minds around the fact of their absence. And often?the stories we invent aren't quite up to the job.",http://www.thisamericanlife.org/radio-archives/episode/144/where-words-fail,
143,"Oct 22, 1999",Sentencing,We've all heard occasional news stories about how some of the drug laws enacted in the last 15 years may have gone too far. First time offenders get locked up for decades. Judges?even Republican appointees?say that mandatory minimum sentences prevent them from making fair rulings. But have sentences really gone too far?,http://www.thisamericanlife.org/radio-archives/episode/143/sentencing,
142,"Oct 15, 1999",Barbara,"We hear the story of one African-American single mother. Barbara Clinkscales recorded her family's life over the course of seven months for This American Life. Her life defies?or makes irrelevant?most of our typical notions of inner-city, black single mothers.",http://www.thisamericanlife.org/radio-archives/episode/142/barbara,
141,"Oct 1, 1999",Invisible Worlds,"Stories of people who are trying to make invisible worlds visible, and what happens when you make them visible.",http://www.thisamericanlife.org/radio-archives/episode/141/invisible-worlds,
140,"Sep 24, 1999",Family Business,"Stories of family businesses, and what happens when the tension of family dynamics collides with the pressure of capitalist market forces.",http://www.thisamericanlife.org/radio-archives/episode/140/family-business,
139,"Sep 3, 1999",Ghosts of Elections Past,"Stories of political idealists, stories designed to provide some small sense of hope about American politics. Most of these were first broadcast during the 1996 Presidential race.",http://www.thisamericanlife.org/radio-archives/episode/139/ghosts-of-elections-past,
138,"Aug 27, 1999",The Real Thing,"Stories of people drawn to some idea, some picture, some ""thing"" that they just want to be. How some people imitate this ""thing"" innocently, some less innocently, and how easy it is to slip from one to the other.",http://www.thisamericanlife.org/radio-archives/episode/138/the-real-thing,
137,"Aug 20, 1999",The Book That Changed Your Life,"Stories of people who believe a book changed their life. It's a romantic notion, and one reason we believe it is because we want to believe our lives can be changed by something so simple as an idea ? or a set of ideas contained in a book.",http://www.thisamericanlife.org/radio-archives/episode/137/the-book-that-changed-your-life,
136,"Aug 6, 1999",You Are Here,"Three stories, three people, and three sets of maps. Stories of people trying to figure out where they are in the world in the most literal and least literal ways possible. We explore what it's like to be lost?how we all struggle in that moment not to give ourselves over to fear but try to enjoy it.",http://www.thisamericanlife.org/radio-archives/episode/136/you-are-here,
135,"Jul 23, 1999",Allure of Crime,"We think of crime as a kind of monolithic, menacing presence. But there are many kinds of crimes and many kinds of criminals. Through our crimes, we express who we are. Today we hear of three different criminals and three different kinds of crimes.",http://www.thisamericanlife.org/radio-archives/episode/135/allure-of-crime,
134,"Jul 9, 1999",We Didn't,"Stories about what happens when we don't do something. It turns out that not falling in love, not doing our jobs, not spending time with our families is every bit as vivid and complicated an experience as doing something.",http://www.thisamericanlife.org/radio-archives/episode/134/we-didnt,
133,"Jun 25, 1999",Sales,"Consider for a moment all the art forms that began in America: jazz, the blues, musical theater, rock n' roll, phonograph recordings, television, motion pictures, video games. But the art form in which America leads the world?more than any other?is the art of selling. In this show: case examples to prove the point.",http://www.thisamericanlife.org/radio-archives/episode/133/sales,
132,"Jun 18, 1999",Father's Day '99,"For Father's Day, stories about fathers going out of their way to protect their kids, and kids going out of their way to protect their fathers.",http://www.thisamericanlife.org/radio-archives/episode/132/fathers-day-99,
131,"Jun 4, 1999",The Kids Are Alright,"Stories in which young people take matters into their own hands: Students who become political activists, students who pull pranks, violent students. Broadcast for the tenth anniversary of the crackdown at Tiananmen Square.",http://www.thisamericanlife.org/radio-archives/episode/131/the-kids-are-alright,
130,"May 21, 1999",Away From Home,Stories of people going home to places they've never been before.,http://www.thisamericanlife.org/radio-archives/episode/130/away-from-home,
129,"May 14, 1999",Advice,A program taped before live audiences in Seattle (thanks to public radio station KUOW) and at HBO's U.S. Comedy Arts Festival in Aspen. A taxonomy of different kinds of advice?and stories that illustrate why advice is so rarely taken.,http://www.thisamericanlife.org/radio-archives/episode/129/advice,
128,"Apr 30, 1999",Four Corners,"There's a tourist monument called Four Corners, where Arizona, Colorado, Utah and New Mexico meet. In this episode, we try to tell the story of life in America through portraits of life on four different corners, in four different states across the nation.",http://www.thisamericanlife.org/radio-archives/episode/128/four-corners,
127,"Apr 16, 1999",Pimp Anthropology,"This entire show is devoted to just one story. A former pimp tells how he and three childhood friends became pimps in the 1970s in Oakland, California. He explains all the elaborate ""rules of the game"" among pimps and prostitutes of that era. He didn't have the stomach for the violence of pimping, and failed as a pimp because of that.",http://www.thisamericanlife.org/radio-archives/episode/127/pimp-anthropology,
126,"Apr 9, 1999",Do-Gooders,Stories of people trying to do good: Why they often fail and why they occasionally succeed.,http://www.thisamericanlife.org/radio-archives/episode/126/do-gooders,
125,"Apr 2, 1999",Apocalypse,Stories of the end of the world. More people believe it's more imminent than you probably realize.,http://www.thisamericanlife.org/radio-archives/episode/125/apocalypse,
124,"Mar 19, 1999",Welcome to America,Stories of people moving to this country: what they see and hear about America that those of us who were born here don't necessarily see.,http://www.thisamericanlife.org/radio-archives/episode/124/welcome-to-america,
123,"Feb 26, 1999",High Cost of Living,"Stories of people who choose not to live every moment to the fullest or smell the roses, and instead choose to withdraw from life, to make themselves numb.",http://www.thisamericanlife.org/radio-archives/episode/123/high-cost-of-living,
122,"Feb 12, 1999",Valentine's Day '99,"For Valentine's Day, stories of impossible love and heartbreak.",http://www.thisamericanlife.org/radio-archives/episode/122/valentines-day-99,
121,"Jan 29, 1999",Twentieth Century Man,"One thing that makes our country different from?most others is this idea that you can re-create yourself as someone?you'd prefer to be...sell everything off, head out west, start a?new life.? But what happens if you're too good at it?? At throwing?everything out and starting over?",http://www.thisamericanlife.org/radio-archives/episode/121/twentieth-century-man,
120,"Jan 22, 1999",Be Careful Who You Pretend to Be,"Three stories of people pretending to be something they're not, and what happens to them.",http://www.thisamericanlife.org/radio-archives/episode/120/be-careful-who-you-pretend-to-be,
119,"Jan 8, 1999",Lockup,"With the number of prisoners in the United States rising rapidly, we present stories of their lives and the lives of their families and children.",http://www.thisamericanlife.org/radio-archives/episode/119/lockup,
118,"Dec 18, 1998",What You Lookin' At?,"Stories about seeing and being seen. Taped before a live audience in Town Hall in New York City in December 1998, this was a co-production with WNYC New York, featuring live music by the pop band They Might Be Giants and the This American Life Orchestra.",http://www.thisamericanlife.org/radio-archives/episode/118/what-you-lookin-at,
117,"Dec 11, 1998",You Gonna Eat That?,The family table is stage on which many family dramas are played out. We hear three stories...of three families...at three meals.,http://www.thisamericanlife.org/radio-archives/episode/117/you-gonna-eat-that,
116,"Nov 27, 1998",Poultry Slam 1998,"For Thanksgiving, the time of year when poultry consumption is highest, it's our annual program about turkeys, chickens, and fowl of all types.",http://www.thisamericanlife.org/radio-archives/episode/116/poultry-slam-1998,
115,"Nov 13, 1998",First Day,"Stories of the first day on the job, the first day in a relationship, the first day in school. On the first day, any first day, we're expected to live by the rules and customs of the culture we're entering, but we don't know those rules and customs just yet.",http://www.thisamericanlife.org/radio-archives/episode/115/first-day,
114,"Oct 23, 1998",Last Words,"Stories of people's last words before death. Their one last shot at figuring things out, summing things up. One last moment of asserting the fact of our existence, at the moment of our annihilation.",http://www.thisamericanlife.org/radio-archives/episode/114/last-words,
113,"Oct 16, 1998",Windfall,"What happens when you suddenly strike it rich. And the power money has over our lives, for good and bad.",http://www.thisamericanlife.org/radio-archives/episode/113/windfall,
112,"Oct 2, 1998",Ladies and Germs,"Germs, and how they make us leave the world of rational thinking.",http://www.thisamericanlife.org/radio-archives/episode/112/ladies-and-germs,
111,"Sep 11, 1998",Adventures in the Simple Life,I thought this was supposed to be easy. Tales from the simple life.,http://www.thisamericanlife.org/radio-archives/episode/111/adventures-in-the-simple-life,
110,"Sep 4, 1998",Mapping,"Five ways of mapping the world. One story about people who make maps the traditional way ? by drawing things we can see. And other stories about people who map the world using smell, sound, touch, and taste. The world redrawn by the five senses.",http://www.thisamericanlife.org/radio-archives/episode/110/mapping,
109,"Aug 28, 1998",Notes on Camp,"Stories of summer camp. People who love camp say that non-camp people simply don't understand what's so amazing about camp. In this program, we attempt to bridge the gap of misunderstanding between camp people and non-camp people.",http://www.thisamericanlife.org/radio-archives/episode/109/notes-on-camp,
108,"Aug 7, 1998",Truth and Lies at Age Ten,"Two stories of children lying to themselves and others. A woman who'd been diagnosed with cystic fibrosis talks about the lies she told herself as a child. And Dan Gediman tells the story of how he was cast in the public TV show Zoom, which aired from 1972 to 1979, at the age of ten.",http://www.thisamericanlife.org/radio-archives/episode/108/truth-and-lies-at-age-ten,
107,"Jul 3, 1998",Trail of Tears,"For the July 4th holiday weekend, writer Sarah Vowell and her twin sister re-trace the ""Trail of Tears"" ? the route their Cherokee ancestors took when expelled from their own land by President Andrew Jackson.",http://www.thisamericanlife.org/radio-archives/episode/107/trail-of-tears,
106,"Jun 19, 1998",Father's Day '98,"For this Father's Day, stories in which fathers and their kids sit down and try to have an honest moment together. And stories about fathers who aren't close with their kids.",http://www.thisamericanlife.org/radio-archives/episode/106/fathers-day-98,
105,"Jun 12, 1998",Take A Negro Home,"Two stories of people who try to cross the color line ? and why it's still so hard. We hear the story of a failed interracial marriage and the story of a teenager from a poor inner city neighborhood (Cedric Jennings, pictured) who ends up at an Ivy League University ? and how he barely survives there.",http://www.thisamericanlife.org/radio-archives/episode/105/take-a-negro-home,
104,"Jun 5, 1998",Music Lessons,"What's frustrating about music lessons, what's miraculous about them, and what they actually teach us. This show was recorded in front of a live audience at the Yerba Buena Center for the Arts in San Francisco, with help from KQED-FM, during the 1998 Public Radio Conference in San Francisco.",http://www.thisamericanlife.org/radio-archives/episode/104/music-lessons,
103,"May 29, 1998",Scenes from A Transplant,"An NPR reporter leaves her three-year-old son and heads to Omaha?for cancer treatment?a last chance to save her life. After years of covering stories about medicine, Rebecca Perl enters the hospital as a patient. She moves from the world of healthy people into the world of sick ones. What she sees and what she learns.",http://www.thisamericanlife.org/radio-archives/episode/103/scenes-from-a-transplant,
102,"May 22, 1998",Road Trip!,"With all the American movies and songs and books about the joy of the open road, it's hard for an American to take just a normal road trip without huge expectations.",http://www.thisamericanlife.org/radio-archives/episode/102/road-trip,
101,"May 1, 1998",Niagara,"During this hour, a special edition of our show: Stories about Niagara Falls, half of them from documentary producer Alix Spiegel, who went to the Falls and interviewed people living there; and half from playwright David Kodeski, who grew up in the town of Niagara Falls.",http://www.thisamericanlife.org/radio-archives/episode/101/niagara,
100,"Apr 24, 1998",Radio,"For the 100th episode of This American Life, a radio show about the pleasures of radio. About what makes radio so great ... and what makes it so terrible.",http://www.thisamericanlife.org/radio-archives/episode/100/radio,
99,"Apr 10, 1998","I Enjoy Being A Girl, Sort Of",Variations on what it means to be a girl and what it means to be a woman.,http://www.thisamericanlife.org/radio-archives/episode/99/i-enjoy-being-a-girl-sort-of,
98,"Mar 27, 1998",Throwing the First Punch,Stories about what it means to be a person who throws the first punch ... and how hard it is to give up.,http://www.thisamericanlife.org/radio-archives/episode/98/throwing-the-first-punch,
97,"Mar 20, 1998",Death to Wacky,"An assault on the idea of wackiness. And then, an appreciation of wackiness, and an analysis of wackiness in American culture. Thirteen ways to describe wackiness.",http://www.thisamericanlife.org/radio-archives/episode/97/death-to-wacky,
96,"Mar 13, 1998",Pinned by History,People who left their private lives and were seized by some huge historical moment.,http://www.thisamericanlife.org/radio-archives/episode/96/pinned-by-history,
95,"Mar 6, 1998",Monogamy,How should we react to people who are in non-monogamous relationships? What should we think of these struggles with monogamy?,http://www.thisamericanlife.org/radio-archives/episode/95/monogamy,
94,"Feb 27, 1998",How To,"What happens during a ""how-to,"" and what our how-to's say about us. Most how-to's promise that you'll not only learn skills, you'll be transformed.",http://www.thisamericanlife.org/radio-archives/episode/94/how-to,
93,"Feb 13, 1998",Valentine's Day '98,Stories about couples that all take place decades after that moment their eyes first meet.,http://www.thisamericanlife.org/radio-archives/episode/93/valentines-day-98,
92,"Feb 6, 1998",Leave the Mask On,Stories about those moments when someone tries to tell you a little bit more about themselves than you'd really rather know.,http://www.thisamericanlife.org/radio-archives/episode/92/leave-the-mask-on,
91,"Jan 30, 1998",Escape the Box,"Stories of people trying to escape the box of their own lives, and create new lives.",http://www.thisamericanlife.org/radio-archives/episode/91/escape-the-box,
90,"Jan 16, 1998",Telephone,"Stories of who we are on the phone, of things we learn on the phone, and of things that happen on the phone that don't happen anywhere else.",http://www.thisamericanlife.org/radio-archives/episode/90/telephone,
89,"Jan 9, 1998",Sibling Rivalry,Stories about people who are destined to fight: brothers and sisters.,http://www.thisamericanlife.org/radio-archives/episode/89/sibling-rivalry,
88,"Jan 2, 1998",Numbers,"Numbers lie. Numbers cover over complicated feelings and ambiguous situations. In this week's show, stories of people trying to use numbers to describe things that should not be quantified.",http://www.thisamericanlife.org/radio-archives/episode/88/numbers,
87,"Dec 19, 1997",A Very Special Sedaris Christmas,"Stories from David Sedaris's book of Christmas stories, Holidays on Ice, read onstage by David, Julia Sweeney and actor Matt Malloy.",http://www.thisamericanlife.org/radio-archives/episode/87/a-very-special-sedaris-christmas,
86,"Dec 12, 1997",How to Take Money from Strangers,"Three stories of how to get money from strangers. In every story, the money is made by people who make the strangers feel good about themselves and about their nation. NOTE: This American Life has removed the audio for this episode because of questions about the truthfulness of the story by reporter Stephen Glass (who?s no relation to Ira Glass).",http://www.thisamericanlife.org/radio-archives/episode/86/how-to-take-money-from-strangers,
85,"Dec 5, 1997",Poultry Slam 1997,Humans have turned chicken and turkey into what we want them to be. Which means that chickens and turkeys are a mirror of ourselves.,http://www.thisamericanlife.org/radio-archives/episode/85/poultry-slam-1997,
84,"Nov 21, 1997",Harold,"A parable of politics and race in America. The story of Chicago's first black mayor, Harold Washington, told two decades after his death. Washington died on November 25, 1987.",http://www.thisamericanlife.org/radio-archives/episode/84/harold,
83,"Nov 14, 1997",One of Us,"Stories of outsiders who want to be insiders, and vice versa.",http://www.thisamericanlife.org/radio-archives/episode/83/one-of-us,
82,"Oct 31, 1997",Haunted,"Stories of people who are haunted, not by ghosts or phantoms, but by other people.",http://www.thisamericanlife.org/radio-archives/episode/82/haunted,
81,"Oct 24, 1997",Guns,Americans who love their guns...and the Americans who love them.,http://www.thisamericanlife.org/radio-archives/episode/81/guns,
80,"Oct 17, 1997",Running After Antelope,Stories of people engaged in a battle with nature ? a battle they don't stand much chance of winning. Most of the show is Scott Carrier's story of trying for twelve years to chase down and catch an antelope by foot.,http://www.thisamericanlife.org/radio-archives/episode/80/running-after-antelope,
79,"Oct 10, 1997",Stuck in the Wrong Decade,People stuck in the wrong decade ? or simply carrying a lot of the props from another decade. NOTE: This American Life has removed the audio for this episode because of questions about the truthfulness of the story by reporter Stephen Glass (who?s no relation to Ira Glass).,http://www.thisamericanlife.org/radio-archives/episode/79/stuck-in-the-wrong-decade,
78,"Oct 3, 1997",How Bad Is Bad?,How bad is bad enough to count? To go to hell?,http://www.thisamericanlife.org/radio-archives/episode/78/how-bad-is-bad,
77,"Sep 26, 1997",Pray,Can the secular world and the religious world understand each other?,http://www.thisamericanlife.org/radio-archives/episode/77/pray,
76,"Sep 19, 1997",Mob,"The mob as portrayed in movies, and as it is in real life. And its hold over us.",http://www.thisamericanlife.org/radio-archives/episode/76/mob,
75,"Sep 12, 1997",Kindness of Strangers,"Stories of the kindness of strangers and where it leads. Also, the unkindness of strangers and where that can lead. All of today's stories take place in the city most people think of as the least kind city in America: New York.",http://www.thisamericanlife.org/radio-archives/episode/75/kindness-of-strangers,
74,"Aug 29, 1997",Conventions,"What happens when people with one common interest gather in monstrous, fluorescent -lit halls for the weekend? Sometimes they drive each other crazy, sometimes they fall in love.",http://www.thisamericanlife.org/radio-archives/episode/74/conventions,
73,"Aug 22, 1997",Blame It on Art,"The darker side of the art world: petty jealousies, competitiveness, failure. And also what's so great about art.",http://www.thisamericanlife.org/radio-archives/episode/73/blame-it-on-art,
72,"Aug 8, 1997",Trek,An idiosyncratic first-person travelogue about race relations and tourism from radio producer Rich Robinson and television producer Josh Seftel. Their radio story is about a trip they took to the new South Africa. Rich Robinson is black. Josh Seftel is white.,http://www.thisamericanlife.org/radio-archives/episode/72/trek,
71,"Aug 1, 1997",Defying Sickness,Stories of people trying to do exactly what the doctors say they can't ? or shouldn't.,http://www.thisamericanlife.org/radio-archives/episode/71/defying-sickness,
70,"Jul 25, 1997",Other People's Mail,"When you read other people's mail, you can't help but try to fill in between the lines. You try to decipher the stories of the people who wrote the letters. We hear four stories of people who read other people's mail, and what happens to them once they get caught up in these other lives.",http://www.thisamericanlife.org/radio-archives/episode/70/other-peoples-mail,
69,"Jul 18, 1997",Dream House,"How many of our parents move to some place ? some dream house ? with some vision of a new life in the new place, and move the family with them, hoping it works out for the kids. Three stories on this theme.",http://www.thisamericanlife.org/radio-archives/episode/69/dream-house,
68,"Jul 4, 1997",Lincoln's Second Inaugural,"A show for July 4th weekend. We begin with perhaps the most moving, poetic inaugural speech in American history, and look at its legacy today. In his second inaugural address, Lincoln wondered aloud why God saw fit to send the slaughter of the Civil War to the United States.",http://www.thisamericanlife.org/radio-archives/episode/68/lincolns-second-inaugural,
67,"Jun 27, 1997","Your Dream, My Nightmare","Could it be more obvious? Stories in which someone's dream is someone else's nightmare. All of us get into these situations with strangers, with the people we love most, with our own parents, with our children.",http://www.thisamericanlife.org/radio-archives/episode/67/your-dream-my-nightmare,
66,"Jun 6, 1997",Tales from the Net,"Are people having experiences on the Internet they wouldn't have anywhere else? Several weeks ago, This American Life invited listeners to help answer that question.",http://www.thisamericanlife.org/radio-archives/episode/66/tales-from-the-net,
65,"May 30, 1997",Who's Canadian?,Notes and stories about the Canadians among us. Are they in fact any different from red-blooded Americans? They claim they're not. Skeptical Americans put their position to the test.,http://www.thisamericanlife.org/radio-archives/episode/65/whos-canadian,
64,"May 23, 1997",Summer,"Stories for the start of summer. We want summer to be this wonderful break, but so often it fails to deliver. We hear Ron Carlson's short story about a summer job delivering tanks of oxygen to the infirm, Scott Carrier takes a river vacation, and more.",http://www.thisamericanlife.org/radio-archives/episode/64/summer,
63,"May 9, 1997",One Thing,People whose lives are organized around one thing.,http://www.thisamericanlife.org/radio-archives/episode/63/one-thing,
62,"May 2, 1997",Something for Nothing,"Stories of people trying to get rich quick or otherwise make something for nothing. As everyone knows, there's no such thing as something for nothing. You always pay a price.",http://www.thisamericanlife.org/radio-archives/episode/62/something-for-nothing,
61,"Apr 25, 1997",Fiasco!,"Stories of when things go wrong. Really wrong. When you leave the normal realm of human error, fumble, mishap, and mistake and enter the territory of really huge breakdowns. Fiascos. Things go so awry that normal social order collapses. This week's show is a philosophical inquiry in the nature of fiascos ? perhaps the first ever.",http://www.thisamericanlife.org/radio-archives/episode/61/fiasco,
60,"Apr 18, 1997",Business of Death,"Usually we talk about death as a tragedy, a mystery, a hard-to-comprehend fact of life. But in addition to all that, for all sorts of people it's also ... a job.",http://www.thisamericanlife.org/radio-archives/episode/60/business-of-death,
59,"Apr 11, 1997",Fire,"Stories about people who are not afraid of fire, though perhaps they should be.",http://www.thisamericanlife.org/radio-archives/episode/59/fire,
58,"Apr 4, 1997",Small Towns,"Stories of small town life: the claustrophobia and freedom people feel in small towns, the yearning people feel in small towns. And three teenagers in one of the harshest urban environments explain how the public housing projects are like a small town.",http://www.thisamericanlife.org/radio-archives/episode/58/small-towns,
57,"Mar 14, 1997",Delivery,"Stories about the delivery business and the people in it. UPS men, bike messengers, FedEx dispatchers. NOTE: This American Life has removed the audio for this episode because of questions about the truthfulness of the story by reporter Stephen Glass (who?s no relation to Ira Glass).",http://www.thisamericanlife.org/radio-archives/episode/57/delivery,
56,"Mar 7, 1997",Name Change,"Stories of people changing their name ? some to create a new identity, some to con people. Name changes are particularly American stories: they're the dream of starting over with a clean slate.",http://www.thisamericanlife.org/radio-archives/episode/56/name-change,
55,"Feb 28, 1997",Three Women and the Sex Industry,"A few months ago, radio producer Sandy Tolan was supposed to do a documentary about strippers with an aspiring writer ? and stripper ? named Susan. A few days before they were to begin working together, Susan disappeared, presumed dead.",http://www.thisamericanlife.org/radio-archives/episode/55/three-women-and-the-sex-industry,
54,"Feb 21, 1997",Sinatra,"Stories, tributes, and attempts to understand the Chairman of the Board.",http://www.thisamericanlife.org/radio-archives/episode/54/sinatra,
53,"Feb 7, 1997",Valentine's Day '97,"For Valentine's Day, stories about our parents falling in love. And troubles with their love. From Hilton Als, Scott Carrier, Julie Showalter, a magazine column called Men My Mother Dated and others.",http://www.thisamericanlife.org/radio-archives/episode/53/valentines-day-97,
52,"Jan 31, 1997",Edge of Sanity,Stories about the border between mental health and mental illness.,http://www.thisamericanlife.org/radio-archives/episode/52/edge-of-sanity,
51,"Jan 24, 1997","Animals Die, People Ponder","Stories of people who handle dead animals. Don't worry ? it's not as gross as it sounds. In fact, not disgusting at all. A story by George Saunders about an animal control man who falls in unrequited love. A woman who studies illuminated manuscripts, whose pages look like paper but are in fact animals. And other stories.",http://www.thisamericanlife.org/radio-archives/episode/51/animals-die-people-ponder,
50,"Jan 17, 1997",Shoulda Been Dead,"Kevin Kelly was in Jerusalem. For reasons too complicated to go into here, he ended up sleeping on the spot where Jesus was supposedly crucified. After Kevin awoke, the thought came into his head: Live as if you'll die in six months. So he did.",http://www.thisamericanlife.org/radio-archives/episode/50/shoulda-been-dead,
49,"Jan 10, 1997",Animals,"Stories about the animalness of animals, the irreducible ways in which they are not human.",http://www.thisamericanlife.org/radio-archives/episode/49/animals,
48,"Jan 3, 1997",Justice,Kitty Felde shows a side of the Yugoslav War Crimes Trials that hasn't been discussed anywhere: a portrait of Americans at the International Tribunal. And other stories.,http://www.thisamericanlife.org/radio-archives/episode/48/justice,
47,"Dec 20, 1996",Christmas and Commerce,"Stories about the intersection of Christmas and retail, including David Sedaris's story ""Santaland Diaries,"" which was first broadcast on NPR's Morning Edition many years ago in a much shorter version.",http://www.thisamericanlife.org/radio-archives/episode/47/christmas-and-commerce,
46,"Dec 13, 1996",Sissies,"Though being gay no longer has much of a stigma in some parts of the country, being a sissy still does ? even among gay men. In this show we have a number of surprising and unusual stories of sissies, their families, and why people still get so upset about them.",http://www.thisamericanlife.org/radio-archives/episode/46/sissies,
45,"Dec 6, 1996",Media Fringe,Four stories about people struggling at the fringes of our nation's media/music/infotainment industry.,http://www.thisamericanlife.org/radio-archives/episode/45/media-fringe,
44,"Nov 29, 1996",Poultry Slam 1996,"In the midst of the five biggest poultry-consumption weeks of the year?the five weeks between Thanksgiving and Christmas, when Americans consume one-fourth of all the turkey they eat in a year?This American Life presents stories about turkeys, chickens, ducks, and fowl of all kinds.",http://www.thisamericanlife.org/radio-archives/episode/44/poultry-slam-1996,
43,"Nov 22, 1996",Faustian Bargains,"Inspired by a spate of new Chicago stage adaptations of the Faust story, This American Life brings you stories of people who made a deal with the devil.",http://www.thisamericanlife.org/radio-archives/episode/43/faustian-bargains,
